sentence,ground_truth_control,baseline_control,rag_control,ground_truth_applicable,baseline_applicable,rag_applicable,ground_truth_status,baseline_status,rag_status,baseline_time,rag_time,baseline_raw,rag_raw,retrieved_controls,retrieval_scores
Prinsip defense in depth dan security by design diterapkan pada semua proyek pengembangan sistem.,A.8.27,A.5.1,A.8.27,Yes,Yes,Yes,Implemented,Implemented,Implemented,31.58,48.12,"{
  ""control_id"": ""A.5.1"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Implemented"",
  ""justification"": ""Kalimat audit mengacu pada praktik-praktik yang disyaratkan oleh kebijakan ISO 27001, yaitu menerapkan prinsip defense in depth dan security by design. Ini termasuk dalam kontrol A.5.1 (Kebijakan) karena berhubungan dengan aspek-aspek keamanan dasar."",
  ""recommendation"": ""Tidak ada rekomendasi perbaikan langsung mengacu pada kalimat audit ini, tetapi penting untuk memastikan bahwa praktik ini dikembangkan dan diterapkan secara efektif di semua proyek pengembangan sistem.""
}","{""control_id"": ""A.8.27"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kontrol ini mencakup prinsip-prinsip defense in depth dan security by design yang disebutkan dalam kalimat audit, serta menekankan pentingnya implementasi pada setiap kegiatan pengembangan sistem informasi."", ""recommendation"": ""Dalam konteks proyek-proyek khusus atau teknologi baru, perlu dilakukan analisis tambahan untuk memastikan bahwa semua aspek prinsip ini telah dipertimbangkan dan diimplementasikan secara efektif.""}",A.8.27;A.5.8;A.8.30,0.7206;0.6397;0.5789
Standar pengkodean aman berdasarkan OWASP diterapkan dengan validasi input di semua titik masuk.,A.8.28,A.8.21,A.8.28,Yes,Yes,Yes,Implemented,Implemented,Implemented,18.56,62.48,"{""control_id"": ""A.8.21"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Standar pengkodean aman berdasarkan OWASP sesuai dengan persyaratan A.8.21 (Standar Teknologi Informasi yang Diterapkan) dalam ISO 27001."", ""recommendation"": ""Jika belum, lakukan validasi input dan output secara menyeluruh untuk semua titik masuk.""}","{""control_id"": ""A.8.28"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kalimat audit merujuk pada pengkodean yang aman berdasarkan OWASP, yang mengikuti prinsip-prinsip tersebut."", ""recommendation"": ""Semua praktik pekerjaan harus terus menerus diawasi dan dikontrol untuk memastikan bahwa praktek ini tetap efektif dan up-to-date.""}",A.8.28;A.8.26;A.8.29,0.5107;0.4972;0.4939
Standar pengkodean aman berdasarkan OWASP diterapkan dengan validasi input di semua titik masuk.,A.8.28,A.8.2,A.8.28,Yes,Yes,Yes,Implemented,Implemented,Implemented,39.84,45.75,"{
  ""control_id"": ""A.8.2"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Implemented"",
  ""justification"": ""Kalimat audit menggambarkan penggunaan Standar Pengkodean Aman berdasarkan OWASP, yang berkaitan dengan kontrol A.8.2 (Penggunaan standar dan prosedur dalam pengembangan sistem informasi). Penerapan validasi input yang aman di semua titik masuk adalah bagian penting dari penggunaan standar ini."",
  ""recommendation"": ""Jika belum ada, pertimbangkan untuk mengimplementasikan prosedur atau standar lainnya bagi validasi input yang lebih detail dan mendalam lagi.""
}","{""control_id"": ""A.8.28"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Standar pengkodean aman berdasarkan OWASP yang diterapkan secara validasi input di semua titik masuk sesuai prinsip A.8.28 untuk mengurangi kerentanan keamanan dalam perangkat lunak."", ""recommendation"": ""Tidak ada rekomendasi perbaikan diperlukan seiring dengan implementasinya.""}",A.8.28;A.8.26;A.8.29,0.5107;0.4972;0.4939
Pengembang tidak mengikuti standar pengkodean aman dan banyak kerentanan ditemukan dalam kode produksi.,A.8.28,A.5.2,A.8.28,Yes,Yes,Yes,Not Implemented,Not Implemented,Partially Implemented,34.48,57.19,"{""control_id"": ""A.5.2"", ""applicable"": ""Yes"", ""implementation_status"": ""Not Implemented"", ""justification"": ""Kebijakan pengkodean aman tidak terpenuhi, meskipun ada kerentenan ditemukan dalam kode produksi yang menunjukkan adanya kekurangan praktis."", ""recommendation"": ""Menerapkan dan memastikan bahwa semua pengembang mengikuti standar pengkodean aman dengan benar.""}","{""control_id"": ""A.8.28"", ""applicable"": ""Yes"", ""implementation_status"": ""Partially Implemented"", ""justification"": ""Pengembang mungkin telah mengikuti prinsip pengkodean aman, tetapi masih banyak kerentanan ditemukan dalam kode produksi menunjukkan bahwa praktik ini belum sepenuhnya dilaksanakan."", ""recommendation"": ""Kehadiran standar pengkodean yang tepat dan pelatihan pengembang harus ditambahkan untuk mencapai implementasi yang lebih lengkap.""}",A.8.28;A.8.4;A.8.8,0.5868;0.5400;0.5121
Pengembang tidak mengikuti standar pengkodean aman dan banyak kerentanan ditemukan dalam kode produksi.,A.8.28,A.5.1,A.8.28,Yes,Yes,Yes,Not Implemented,Not Implemented,Not Implemented,36.00,55.67,"{
  ""control_id"": ""A.5.1"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Not Implemented"",
  ""justification"": ""Pengembang tidak mengikuti standar pengkodean aman, yang berarti bahwa mereka belum mematuhi Kebijakan A.5.1 (Standar Pengkodean Aman). Ini menunjukkan kurangnya implementasi kebijakan dalam praktik perusahaan."",
  ""recommendation"": ""Implementasikan dan promosikan standar pengkodean aman yang disetujui oleh manajemen perusahaan.""
}","{""control_id"": ""A.8.28"", ""applicable"": ""Yes"", ""implementation_status"": ""Not Implemented"", ""justification"": ""Kondisi ini menunjukkan bahwa pengkodean yang aman tidak dilaksanakan secara efektif, sehingga menghasilkan banyak kerentanan dalam kode produksi."", ""recommendation"": ""Pengembang harus diajarkan dan diberi kesempatan untuk melaksanakan prinsip pengkodean yang aman.""}",A.8.28;A.8.4;A.8.8,0.5868;0.5400;0.5121
SAST dan DAST terintegrasi dalam pipeline CI/CD dengan pengujian penetrasi sebelum setiap rilis.,A.8.29,A.8.34,A.8.29,Yes,Yes,Yes,Implemented,Implemented,Implemented,41.07,57.78,"{
  ""control_id"": ""A.8.34"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Implemented"",
  ""justification"": ""Kalimat audit menyangkut integrasi SAST (Static Application Security Testing) dan DAST (Dynamic Application Security Testing) dalam pipeline CI/CD, yang relevan dengan kontrol A.8.34 yang mengatur pengujian berbasis perangkat lunak melalui jalan lintas organisasi."",
  ""recommendation"": ""Pastikan bahwa proses pengecekan kode sumber dan test berbasis lalu lintas telah disosialisasi di semua departemen yang terkait dalam pipeline CI/CD.""
}","{""control_id"": ""A.8.29"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Integrasi SAST dan DAST dengan CI/CD memerlukan proses pengujian keamanan yang terdefinisikan dalam siklus hidup pengembangan, sesuai dengan A.8.29."", ""recommendation"": ""Menerapkan pemantauan lebih lanjut untuk proses integrasi dan pengujian.""}",A.8.29;A.8.33;A.7.4,0.3252;0.2732;0.2571
SAST dan DAST terintegrasi dalam pipeline CI/CD dengan pengujian penetrasi sebelum setiap rilis.,A.8.29,A.8.14,A.8.29,Yes,Yes,Yes,Implemented,Implemented,Implemented,41.85,58.32,"{""control_id"": ""A.8.14"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kontrol A.8.14 berkaitan dengan pengujian dan integrasi sistem berkelanjutan, yang mencakup CI/CD pipeline dan uji penetrasi sebelum rilis."", ""recommendation"": ""Konfirmasikan proses integrasi SAST dan DAST pada setiap tahap CI/CD untuk memastikan efektivitas pengujian.""}","{""control_id"": ""A.8.29"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""SAST (Static Application Security Testing) dan DAST (Dynamic Application Security Testing) terintegrasi dengan CI/CD pipeline dan dilakukan pengujian penetrasi sebelum setiap rilis yang mengikuti proses keamanan dalam pengembangan dan penerimaan."", ""recommendation"": ""Tidak ada rekomendasi perbaikan diperlukan karena implementasinya sudah sesuai.""}",A.8.29;A.8.33;A.7.4,0.3252;0.2732;0.2571
Persyaratan keamanan disertakan dalam kontrak pengembangan pihak ketiga dengan hak audit.,A.8.30,A.5.1,A.8.30,Yes,Yes,Yes,Implemented,Implemented,Implemented,38.93,48.38,"{
  ""control_id"": ""A.5.1"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Implemented"",
  ""justification"": ""Kebijakan keamanan yang disertakan dalam kontrak pengembangan pihak ketiga tersebut berfungsi sebagai persyaratan awal untuk memastikan bahwa organisasi menangani perlindungan data dan sistem dengan benar."",
  ""recommendation"": ""Jika belum, segera implementasikan kebijakan keamanan ini di semua proses internal dan eksternal yang relevan.""
}","{""control_id"": ""A.8.30"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kontrak pengembangan pihak ketiga membutuhkan pemantauan dan peninjauan, yang mencerminkan kontrol A.8.30."", ""recommendation"": """"}",A.5.20;A.8.30;A.6.2,0.6048;0.5956;0.5800
Persyaratan keamanan disertakan dalam kontrak pengembangan pihak ketiga dengan hak audit.,A.8.30,A.5.1,A.8.30,Yes,Yes,Yes,Implemented,Implemented,Implemented,35.57,51.11,"{""control_id"": ""A.5.1"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kebijakan keamanan yang disertifikasi dalam kontrak pihak ketiga menjamin bahwa persyaratan keamanan telah dipenuhi."", ""recommendation"": ""Bisa ditingkatkan dengan memastikan kebijakan tersebut selalu berada di koordinasi dan dukungan manajemen.""}","{""control_id"": ""A.8.30"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kontrol ini mengacu pada pengembangan yang dialihdayakan dan memastikan bahwa organisasi akan menerapkan kontrol keamanan informasi untuk tugas tersebut."", ""recommendation"": ""Mantap, persyaratan telah disertakan dalam kontrak. Tetap up to date dengan teknologi terkini untuk melindungi data.""}",A.5.20;A.8.30;A.6.2,0.6048;0.5956;0.5800
"Lingkungan pengembangan, pengujian, dan produksi terpisah secara fisik dengan kontrol akses ketat.",A.8.31,A.7.1,A.7.2,Yes,Yes,Yes,Implemented,Implemented,Implemented,25.98,65.10,"{
  ""control_id"": ""A.7.1"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Implemented"",
  ""justification"": ""Kalimat audit menggambarkan penggunaan fisik yang tepat untuk penyimpanan dan pengecekan sistem informasi."",
  ""recommendation"": ""Jika masih ada ruang khusus atau kontrol akses tambahan diperlukan, ini harus dilakukan.""
}","{""control_id"": ""A.7.2"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Penilaian menunjukkan bahwa organisasi telah mengimplementasikan sistem pengendalian akses yang ketat untuk memisahkan lingkungan pengembangan, pengujian, dan produksi dengan tepat."", ""recommendation"": ""Tinjau kembali proses pengendalian akses jika perlu untuk memastikan masih sesuai dengan standar ISO 27001.""}",A.8.31;A.8.33;A.8.30,0.6981;0.6184;0.5671
"Lingkungan pengembangan, pengujian, dan produksi terpisah secara fisik dengan kontrol akses ketat.",A.8.31,A.7.1,A.7.1,Yes,Yes,Yes,Implemented,Implemented,Implemented,47.37,45.72,"{""control_id"": ""A.7.1"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Kondisi tersebut sesuai dengan A.7.1 yang berkaitan dengan fisik, karena pengembangan, pengujian, dan produksi memiliki sistem akses yang terpisah dan ketat untuk mencegah intervensi atau kebocoran data."", ""recommendation"": ""Perbaikan telah dilakukan, tetapi perlu konfirmasi kembali setelah perubahan teknis atau organisasional.""}","{""control_id"": ""A.7.1"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Lingkungan pengembangan, pengujian, dan produksi yang dipisahkan dengan kontrol akses ketat sesuai dengan A.7.1 dalam konteks ISO 27001:2022."", ""recommendation"": ""Tidak ada perbaikan diperlukan.""}",A.8.31;A.8.33;A.8.30,0.6981;0.6184;0.5671
Pengembang memiliki akses langsung ke server produksi dan sering melakukan perubahan tanpa prosedur formal.,A.8.31,A.7.12,A.5.22,Yes,Yes,Yes,Not Implemented,Not Implemented,Not Implemented,37.74,62.16,"{
  ""control_id"": ""A.7.12"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Not Implemented"",
  ""justification"": ""Pengaksesan langsung ke server produksi tanpa prosedur formal dapat merugikan keamanan fisik."",
  ""recommendation"": ""Implementasikan prosedur akses dan pemeriksaan terhadap server produksi""
}","{""control_id"": ""A.5.22"", ""applicable"": ""Yes"", ""implementation_status"": ""Not Implemented"", ""justification"": ""Pengembangan memiliki akses langsung ke server produksi tanpa prosedur peninjauan perubahan yang diterapkan, sehingga tidak memenuhi kontrol A.5.22."", ""recommendation"": ""Implementasikan prosedur peninjauan dan pengelolaan perubahan dalam sistem untuk mencegah akses ilegal dan perubahan tanpa persetujuan.""}",A.5.22;A.5.37;A.8.31,0.4092;0.4037;0.3875
Pengembang memiliki akses langsung ke server produksi dan sering melakukan perubahan tanpa prosedur formal.,A.8.31,A.7.1,A.5.22,Yes,Yes,Yes,Not Implemented,Not Implemented,Not Implemented,40.37,62.01,"{
  ""control_id"": ""A.7.1"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Not Implemented"",
  ""justification"": ""Penggunaan server langsung oleh pengembang tanpa prosedur formal dapat meningkatkan risiko keamanan sistem."",
  ""recommendation"": ""Implementasikan prosedur kerja dan kontrol untuk membatasi akses pengembangan ke server produksi.""
}","{""control_id"": ""A.5.22"", ""applicable"": ""Yes"", ""implementation_status"": ""Not Implemented"", ""justification"": ""Server produksi memiliki akses langsung ke pengembang, tidak menunjukkan prosedur yang ada untuk memantau dan mengelola perubahan layanan pemasok."", ""recommendation"": ""Implementasikan prosedur formal peninjauan, pemantauan, dan pengelolaan perubahan dalam server produksi.""}",A.5.22;A.5.37;A.8.31,0.4092;0.4037;0.3875
Semua perubahan pada sistem produksi melalui proses manajemen perubahan dengan penilaian dampak keamanan.,A.8.32,A.7.2,A.8.32,Yes,Yes,Yes,Implemented,Partially Implemented,Implemented,38.98,63.47,"{""control_id"": ""A.7.2"", ""applicable"": ""Yes"", ""implementation_status"": ""Partially Implemented"", ""justification"": ""Untuk mengimplementasikan A.7.2, perubahan harus dievaluasi dan jika diperlukan, perlindungan harus ditambahkan untuk memastikan tidak ada kerentanan keamanan baru yang timbul dari perubahan tersebut."", ""recommendation"": ""Perlu melakukan pengevaluasaian lebih lanjut terhadap setiap perubahan sistem produksi untuk mengidentifikasi potensi dampak dan perlindungan keamanan.""}","{""control_id"": ""A.8.32"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Perubahan pada sistem produksi meliputi perubahan fasilitas dan sistem informasi yang dapat mempengaruhi keamanan, oleh karena itu kontrol ini diterapkan untuk memastikan manajemen perubahan yang terkendali."", ""recommendation"": ""Jika masih ada area lainnya dalam prosedur manajemen perubahan yang belum dikelola, lanjutkan dengan implementasi untuk memastikan keselamatan keamanan sistem produksi.""}",A.8.32;A.5.22;A.8.31,0.6519;0.6339;0.5302
Semua perubahan pada sistem produksi melalui proses manajemen perubahan dengan penilaian dampak keamanan.,A.8.32,A.8.1,A.8.32,Yes,Yes,Yes,Implemented,Implemented,Implemented,40.33,64.92,"{""control_id"": ""A.8.1"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Peraturan A.8.1 ISO 27001 mencakup manajemen perubahan, termasuk penilaian dampak keamanan setiap kali terjadi perubahan dalam sistem informasi."", ""recommendation"": ""Pastikan proses manajemen perubahan dilakukan secara berkala dan melibatkan tim SDM IT untuk mengidentifikasi potensi dampak yang potensial pada keamanan.""}","{""control_id"": ""A.8.32"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Perubahan pada sistem produksi memenuhi kriteria A.8.32 yang merujuk pada pengelolaan perubahan dalam lingkungan operasional yang terkendali."", ""recommendation"": ""Kontrol ini sudah diterapkan dengan baik, tetapi periksa ulang langkah-langkah pengawasan dan evaluasi untuk memastikan bahwa perubahan tidak menimbulkan risiko keamanan yang baru.""}",A.8.32;A.5.22;A.8.31,0.6519;0.6339;0.5302
Data sintetis digunakan untuk pengujian dan data produksi dianonimisasi jika harus digunakan.,A.8.33,A.8.2,A.8.33,Yes,Yes,Yes,Implemented,Implemented,Implemented,21.50,41.93,"{
  ""control_id"": ""A.8.2"",
  ""applicable"": ""Yes"",
  ""implementation_status"": ""Implemented"",
  ""justification"": ""Kontrol A.8.2 berfokus pada penggunaan data palsu dan anonymatis dalam pengujian, yang sesuai dengan kondisi audit."",
  ""recommendation"": ""Pastikan bahwa semua peraturan penggunaan data palsu dan anonymatis telah disesuaikan dengan standar ISO 27001.""
}","{""control_id"": ""A.8.33"", ""applicable"": ""Yes"", ""implementation_status"": ""Implemented"", ""justification"": ""Penggunaan data sintetis dan anonyim untuk pengujian sesuai dengan kontrol A.8.33 yang mengatur tentang informasi pengujian."", ""recommendation"": ""Jika diperlukan, tetapkan skema pelabelan informasi khusus untuk data produksi dan gunakan prosedur yang tepat untuk anonymisasi dan pelabelan.""}",A.8.33;A.8.29;A.5.13,0.6205;0.4189;0.3885
